ID,macid,Date_time,Acceleration_x,Acceleration_y,Acceleration_z,Acceleration_s,Frequency,Amplitude,sound,Temp_t1,Temp_t2,Temp_t3,emf,bv,an,device_id,node_firm,gateway_firm,radio_power,res,sen_type
1002,,10/18/2017 0:06:51,1.52,0.91,0.03,1.77,8.8,16.04,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:06:52,1.55,0.81,0.04,1.74,8.84,15.63,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:06:52,1.51,0.89,0.04,1.75,8.96,15.29,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:06:53,1.52,0.83,0.02,1.73,8.92,15.26,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:06:54,1.5,0.95,0.04,1.77,8.8,16.04,0,24.8,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:07:01,1.49,0.89,0.03,1.73,9,14.99,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:07:02,1.53,0.8,0.04,1.72,8.98,14.96,0,23.1,22.5,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:07:02,1.53,0.91,0.04,1.78,8.84,15.98,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:07:03,1.55,0.85,0.02,1.76,8.81,15.91,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:07:04,1.48,0.94,0.04,1.75,8.96,15.29,0,24.8,23.9,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:07:11,1.5,0.89,0.03,1.74,8.89,15.44,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:07:12,1.53,0.8,0.04,1.72,8.89,15.27,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:07:12,1.53,0.9,0.04,1.77,9,15.33,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:07:13,1.52,0.84,0.02,1.73,9,14.99,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:07:14,1.5,0.95,0.04,1.77,8.85,15.85,0,24.8,24,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:07:21,1.52,0.9,0.03,1.76,8.82,15.87,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:07:22,1.55,0.81,0.04,1.74,8.8,15.77,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:07:22,1.51,0.89,0.03,1.75,8.92,15.43,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:07:23,1.53,0.84,0.02,1.74,8.92,15.34,0,24.8,23.4,24,ffab,164,61,,,,,ffff,
1008,,10/18/2017 0:07:24,1.49,0.95,0.04,1.76,9.01,15.22,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:07:31,1.49,0.89,0.03,1.73,8.96,15.12,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:07:32,1.52,0.79,0.04,1.71,8.98,14.88,0,22.9,22.4,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:07:32,1.53,0.91,0.03,1.78,8.83,16.02,0,24.1,23.2,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:07:33,1.54,0.85,0.02,1.75,8.82,15.78,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:07:34,1.48,0.94,0.04,1.75,8.92,15.43,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:07:41,1.51,0.9,0.03,1.75,8.84,15.71,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:07:42,1.54,0.81,0.04,1.74,8.87,15.51,0,23,22.4,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:07:42,1.51,0.9,0.04,1.75,8.98,15.23,0,24.1,23.2,24,ffbd,162,59,,,,,ffff,
1009,,10/18/2017 0:07:43,1.51,0.83,0.03,1.72,8.97,15,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:07:44,1.51,0.96,0.04,1.78,8.82,16.05,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:07:51,1.5,0.89,0.03,1.74,9,15.08,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:07:52,1.54,0.8,0.04,1.73,8.83,15.57,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:07:52,1.52,0.9,0.04,1.76,8.86,15.73,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:07:53,1.54,0.85,0.02,1.75,8.83,15.75,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:07:54,1.48,0.94,0.04,1.75,8.98,15.23,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1024,,10/18/2017 0:08:02,1.53,0.8,0.04,1.72,118.11,832.75,0,5734.4,5888,3328,ffff,a301,62,,,,,01ff,
1009,,10/18/2017 0:08:03,1.53,0.84,0.02,1.74,8.98,15.13,0,24.8,23.3,24,ffab,166,61,,,,,ffff,
1008,,10/18/2017 0:08:04,1.5,0.95,0.04,1.77,8.87,15.78,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:08:11,1.52,0.9,0.03,1.76,8.84,15.8,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:08:12,1.55,0.81,0.04,1.74,8.81,15.73,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:08:12,1.5,0.89,0.04,1.74,8.96,15.2,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1008,,10/18/2017 0:08:14,1.5,0.95,0.04,1.77,8.81,15.99,0,24.7,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:08:21,1.49,0.89,0.03,1.73,8.98,15.05,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:08:22,1.53,0.8,0.04,1.72,9,14.89,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:08:22,1.53,0.91,0.03,1.78,8.86,15.91,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:08:23,1.55,0.85,0.02,1.76,8.85,15.77,0,24.8,23.4,24,ffab,164,61,,,,,ffff,
1008,,10/18/2017 0:08:24,1.48,0.94,0.04,1.75,8.96,15.29,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:08:31,1.5,0.89,0.03,1.74,8.87,15.51,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:08:32,1.53,0.8,0.04,1.72,8.91,15.2,0,23,22.5,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:08:32,1.52,0.9,0.03,1.76,8.83,15.84,0,24,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:08:33,1.52,0.84,0.02,1.73,8.97,15.09,0,24.7,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:08:34,1.5,0.95,0.04,1.77,8.84,15.9,0,24.8,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:08:41,1.51,0.9,0.03,1.75,8.8,15.85,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:08:42,1.55,0.81,0.04,1.74,8.82,15.7,0,23,22.4,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:08:42,1.51,0.89,0.04,1.75,8.9,15.5,0,24,23.2,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:08:43,1.53,0.84,0.02,1.74,8.87,15.51,0,24.7,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:08:44,1.48,0.94,0.04,1.75,8.99,15.19,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:08:51,1.48,0.88,0.03,1.72,8.96,15.03,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:08:52,1.52,0.79,0.04,1.71,8.94,15,0,23,22.4,23,ffa3,160,62,,,,,ffff,
1009,,10/18/2017 0:08:53,1.53,0.84,0.02,1.74,8.79,15.8,0,24.7,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:08:54,1.49,0.94,0.04,1.76,8.88,15.66,0,24.8,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:09:01,1.51,0.9,0.03,1.75,8.84,15.71,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:09:02,1.54,0.81,0.05,1.74,8.8,15.77,0,23,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:09:02,1.5,0.89,0.03,1.74,8.94,15.27,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:09:03,1.52,0.83,0.02,1.73,8.94,15.19,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:09:04,1.49,0.94,0.04,1.76,9.02,15.17,0,24.8,23.9,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:09:11,1.48,0.88,0.03,1.72,8.96,15.03,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:09:12,1.51,0.79,0.04,1.7,8.95,14.89,0,23,22.5,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:09:12,1.52,0.9,0.03,1.76,8.81,15.91,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:09:13,1.53,0.84,0.02,1.74,8.81,15.73,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:09:14,1.48,0.94,0.04,1.75,8.88,15.57,0,24.8,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:09:21,1.5,0.89,0.03,1.74,8.79,15.8,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:09:22,1.53,0.8,0.04,1.72,8.81,15.54,0,23,22.5,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:09:22,1.5,0.89,0.03,1.74,8.9,15.41,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:09:23,1.52,0.83,0.02,1.73,8.88,15.39,0,24.7,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:09:24,1.47,0.94,0.05,1.74,9,15.08,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1024,,10/18/2017 0:09:32,1.53,0.8,0.04,1.72,8.87,15.34,0,23.1,22.4,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:09:32,1.5,0.89,0.04,1.74,9.02,15,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:09:33,1.5,0.82,0.02,1.7,9,14.72,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:09:34,1.49,0.95,0.04,1.76,8.82,15.87,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:09:41,1.48,0.87,0.03,1.71,9.01,14.78,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:09:42,1.51,0.79,0.05,1.7,8.98,14.79,0,23.1,22.4,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:09:42,1.52,0.9,0.03,1.76,8.85,15.77,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:09:43,1.53,0.84,0.02,1.74,8.83,15.66,0,24.7,23.4,24,ffab,166,61,,,,,ffff,
1008,,10/18/2017 0:09:44,1.48,0.94,0.04,1.75,8.94,15.36,0,24.8,23.9,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:09:51,1.5,0.89,0.03,1.74,8.8,15.77,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:09:52,1.53,0.8,0.04,1.72,8.82,15.51,0,23.1,22.3,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:09:52,1.5,0.89,0.03,1.74,8.92,15.34,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:09:53,1.52,0.83,0.02,1.73,8.9,15.33,0,24.7,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:09:55,1.48,0.94,0.04,1.75,9.02,15.09,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:10:01,1.48,0.88,0.03,1.72,8.95,15.06,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:10:02,1.52,0.8,0.05,1.71,8.89,15.17,0,23.1,22.5,23,ffa3,160,62,,,,,ffff,
1013,,10/18/2017 0:10:02,1.51,0.9,0.04,1.75,9.02,15.09,0,24.2,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:10:03,1.52,0.83,0.02,1.73,9.03,14.89,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:10:04,1.49,0.95,0.04,1.76,8.84,15.8,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:10:11,1.5,0.89,0.03,1.74,8.81,15.73,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:10:12,1.53,0.8,0.04,1.72,9.02,14.84,0,23,22.4,23,ffa3,161,62,,,,,ffff,
1013,,10/18/2017 0:10:12,1.51,0.9,0.03,1.75,8.91,15.47,0,24,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:10:13,1.53,0.84,0.02,1.74,8.89,15.44,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:10:14,1.47,0.93,0.04,1.73,9.01,14.95,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:10:21,1.49,0.88,0.03,1.73,8.9,15.33,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:10:22,1.53,0.8,0.05,1.72,8.9,15.23,0,23.1,22.3,23,ffa3,163,62,,,,,ffff,
1013,,10/18/2017 0:10:22,1.52,0.9,0.03,1.76,8.98,15.32,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:10:23,1.52,0.84,0.02,1.73,9,14.99,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:10:25,1.5,0.95,0.05,1.77,8.84,15.9,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:10:31,1.51,0.9,0.03,1.75,8.79,15.9,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:10:32,1.54,0.8,0.04,1.73,8.82,15.6,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:10:32,1.51,0.9,0.03,1.75,8.88,15.57,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:10:33,1.53,0.84,0.02,1.74,8.88,15.49,0,24.8,23.3,24,ffab,164,61,,,,,ffff,
1008,,10/18/2017 0:10:34,1.48,0.94,0.04,1.75,9,15.16,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1024,,10/18/2017 0:10:42,1.52,0.8,0.04,1.71,102.75,836.37,0,5760,5888,3891.2,ffff,a301,62,,,,,01ff,
1009,,10/18/2017 0:10:43,1.54,0.85,0.02,1.75,8.8,15.85,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:10:45,1.49,0.94,0.04,1.76,8.87,15.7,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:10:51,1.51,0.9,0.03,1.75,8.85,15.68,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:10:52,1.55,0.81,0.04,1.74,8.8,15.77,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:10:52,1.5,0.89,0.03,1.74,8.96,15.2,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:10:53,1.51,0.83,0.02,1.72,8.96,15.03,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:10:55,1.5,0.95,0.04,1.77,8.81,15.99,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:11:01,1.49,0.88,0.03,1.73,8.99,15.02,0,25.2,0,0,ffb1,164,59,,,,,ffff,
1024,,10/18/2017 0:11:02,1.52,0.8,0.05,1.71,8.97,14.91,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:11:02,1.53,0.9,0.03,1.77,8.85,15.85,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:11:03,1.54,0.85,0.02,1.75,8.84,15.71,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1002,,10/18/2017 0:11:11,1.5,0.89,0.03,1.74,8.86,15.56,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:11:12,1.55,0.81,0.05,1.74,8.86,15.56,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:11:12,1.5,0.89,0.04,1.74,8.99,15.1,0,24.1,23,24,ffbd,162,59,,,,,ffff,
1009,,10/18/2017 0:11:13,1.51,0.83,0.02,1.72,8.99,14.93,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:11:15,1.5,0.95,0.04,1.77,8.81,15.99,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:11:21,1.49,0.89,0.03,1.73,9.02,14.92,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:11:22,1.52,0.8,0.04,1.71,9,14.81,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:11:22,1.52,0.9,0.03,1.76,8.84,15.8,0,24,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:11:23,1.54,0.85,0.02,1.75,8.84,15.71,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:11:25,1.47,0.93,0.04,1.73,8.96,15.12,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:11:31,1.5,0.89,0.03,1.74,8.89,15.44,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:11:32,1.54,0.81,0.04,1.74,8.84,15.63,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:11:32,1.51,0.89,0.03,1.75,9,15.16,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:11:33,1.51,0.83,0.02,1.72,8.99,14.93,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:11:35,1.5,0.95,0.04,1.77,8.81,15.99,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:11:41,1.5,0.89,0.03,1.74,9,15.08,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:11:42,1.52,0.8,0.04,1.71,9,14.81,0,23,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:11:42,1.52,0.9,0.03,1.76,8.87,15.7,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:11:43,1.54,0.84,0.02,1.75,8.87,15.61,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:11:45,1.47,0.93,0.04,1.73,8.97,15.09,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:11:51,1.49,0.89,0.03,1.73,8.88,15.39,0,25.1,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:11:52,1.54,0.81,0.04,1.74,8.87,15.51,0,23,22.4,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:11:52,1.51,0.89,0.03,1.75,9.01,15.12,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:11:53,1.52,0.84,0.02,1.73,9.02,14.92,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:11:55,1.5,0.95,0.04,1.77,8.84,15.9,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:12:01,1.5,0.89,0.03,1.74,8.99,15.1,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:12:02,1.52,0.8,0.04,1.71,9.01,14.78,0,23,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:12:02,1.51,0.9,0.03,1.75,8.87,15.61,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:12:03,1.53,0.84,0.02,1.74,8.86,15.56,0,24.8,23.5,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:12:05,1.47,0.93,0.04,1.73,8.98,15.05,0,24.9,23.8,24,ffad,166,57,,,,,ffff,
1024,,10/18/2017 0:12:12,1.54,0.81,0.05,1.74,8.86,15.56,0,23,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:12:12,1.51,0.9,0.03,1.75,9.02,15.09,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:12:13,1.52,0.84,0.02,1.73,9.03,14.89,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:12:15,1.5,0.95,0.04,1.77,8.85,15.85,0,24.9,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:12:21,1.51,0.9,0.03,1.75,8.81,15.83,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:12:22,1.54,0.81,0.04,1.74,9,15.08,0,23,22.4,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:12:22,1.51,0.9,0.03,1.75,8.91,15.47,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:12:23,1.53,0.84,0.02,1.74,8.91,15.37,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:12:25,1.49,0.94,0.04,1.76,9.01,15.22,0,24.8,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:12:31,1.48,0.89,0.03,1.72,8.96,15.03,0,25.2,0,0,ffb1,165,58,,,,,ffff,
1024,,10/18/2017 0:12:32,1.53,0.8,0.04,1.72,8.92,15.16,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:12:32,1.53,0.91,0.03,1.78,8.82,16.05,0,24.1,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:12:33,1.54,0.85,0.02,1.75,8.83,15.75,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:12:35,1.48,0.94,0.04,1.75,8.9,15.5,0,24.8,23.8,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:12:41,1.51,0.9,0.03,1.75,8.84,15.71,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:12:42,1.56,0.82,0.05,1.76,8.84,15.8,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:12:42,1.51,0.89,0.03,1.75,8.98,15.23,0,24.1,23.1,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:12:43,1.52,0.84,0.02,1.73,8.96,15.12,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:12:45,1.51,0.95,0.04,1.78,8.83,16.02,0,24.8,23.8,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:12:51,1.52,0.9,0.03,1.76,8.81,15.91,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:12:52,1.54,0.8,0.05,1.73,8.85,15.5,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:12:52,1.52,0.9,0.03,1.76,8.87,15.7,0,24,23,24,ffbd,161,59,,,,,ffff,
1009,,10/18/2017 0:12:53,1.53,0.84,0.02,1.74,8.87,15.51,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:12:55,1.49,0.94,0.05,1.76,8.84,15.8,0,24.8,23.7,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:13:01,1.49,0.89,0.03,1.73,8.97,15.09,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:13:02,1.53,0.8,0.05,1.72,8.94,15.1,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:13:02,1.54,0.91,0.03,1.78,8.82,16.05,0,24,23.1,24,ffbd,162,59,,,,,ffff,
1009,,10/18/2017 0:13:03,1.55,0.85,0.02,1.76,8.81,15.91,0,24.8,23.3,24,ffab,164,61,,,,,ffff,
1002,,10/18/2017 0:13:11,1.5,0.89,0.03,1.74,8.91,15.37,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:13:12,1.55,0.81,0.05,1.74,8.83,15.66,0,23.1,22.4,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:13:12,1.52,0.9,0.03,1.76,8.96,15.39,0,24,23.1,24,ffbd,163,59,,,,,ffff,
1009,,10/18/2017 0:13:13,1.53,0.84,0.02,1.74,8.81,15.73,0,24.8,23.3,24,ffab,164,61,,,,,ffff,
1008,,10/18/2017 0:13:15,1.5,0.95,0.04,1.77,8.85,15.85,0,24.8,23.7,24,ffad,167,57,,,,,ffff,
1002,,10/18/2017 0:13:21,1.52,0.9,0.03,1.76,8.86,15.73,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:13:22,1.55,0.81,0.05,1.74,8.81,15.73,0,23.1,22.4,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:13:23,1.51,0.89,0.03,1.75,8.94,15.36,0,24.1,23,24,ffbd,163,59,,,,,ffff,
1009,,10/18/2017 0:13:23,1.52,0.83,0.02,1.73,8.95,15.15,0,24.8,23.4,24,ffab,165,61,,,,,ffff,
1008,,10/18/2017 0:13:25,1.51,0.95,0.04,1.78,8.82,16.05,0,24.8,23.6,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:13:32,1.51,0.9,0.03,1.75,8.85,15.68,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:13:32,1.53,0.8,0.05,1.72,8.96,15.03,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:13:32,1.53,0.91,0.03,1.78,8.87,15.87,0,24.1,23.1,24,ffbd,165,59,,,,,ffff,
1009,,10/18/2017 0:13:33,1.54,0.85,0.02,1.75,8.89,15.54,0,24.7,23.4,24,ffab,164,61,,,,,ffff,
1008,,10/18/2017 0:13:35,1.48,0.94,0.04,1.75,8.97,15.26,0,24.7,23.7,24,ffad,166,57,,,,,ffff,
1002,,10/18/2017 0:13:41,1.49,0.89,0.03,1.73,8.95,15.15,0,25.2,0,0,ffb1,165,59,,,,,ffff,
1024,,10/18/2017 0:13:42,1.53,0.8,0.05,1.72,8.9,15.23,0,23.1,22.5,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:13:42,1.54,0.91,0.03,1.78,8.84,15.98,0,24.1,23,24,ffbd,164,59,,,,,ffff,
1009,,10/18/2017 0:13:44,1.55,0.85,0.02,1.76,8.84,15.8,0,24.8,23.3,24,ffab,165,61,,,,,ffff,
