ID,macid,Date_time,Acceleration_x,Acceleration_y,Acceleration_z,Acceleration_s,Frequency,Amplitude,sound,Temp_t1,Temp_t2,Temp_t3,emf,bv,an,device_id,node_firm,gateway_firm,radio_power,res,sen_type
1013,,10/18/2017 20:14:43,1.53,0.91,0.05,1.78,8.86,15.91,0,24.6,23.7,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:14:45,1.52,0.91,0.03,1.77,8.86,15.83,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:14:45,1.56,0.8,0.06,1.75,8.86,15.64,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:14:46,1.54,0.84,0.02,1.75,8.89,15.54,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:14:47,1.49,0.95,0.04,1.76,8.86,15.73,0,25.3,24.5,25,ffab,162,57,,,,,ffff,
1002,,10/18/2017 20:14:55,1.51,0.9,0.03,1.75,8.87,15.61,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:14:55,1.55,0.81,0.05,1.74,8.87,15.51,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:14:56,1.56,0.85,0.02,1.77,8.87,15.78,0,25.2,24.1,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:14:57,1.5,0.95,0.05,1.77,8.91,15.64,0,25.3,24.5,25,ffab,162,57,,,,,ffff,
1013,,10/18/2017 20:15:04,1.51,0.9,0.06,1.75,8.92,15.43,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:15:05,1.5,0.9,0.04,1.74,8.88,15.49,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:15:05,1.54,0.8,0.04,1.73,8.88,15.39,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:15:06,1.55,0.85,0.02,1.76,8.87,15.7,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:15:07,1.49,0.95,0.05,1.76,8.92,15.51,0,25.3,24.5,25,ffab,163,57,,,,,ffff,
1013,,10/18/2017 20:15:14,1.53,0.9,0.05,1.77,8.9,15.68,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:15:15,1.5,0.9,0.03,1.74,8.92,15.34,0,26,0,0,ffad,165,59,,,,,ffff,
1009,,10/18/2017 20:15:16,1.55,0.85,0.02,1.76,8.86,15.73,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:15:17,1.5,0.95,0.04,1.77,8.87,15.78,0,25.3,24.4,25,ffab,164,57,,,,,ffff,
1013,,10/18/2017 20:15:24,1.53,0.91,0.05,1.78,8.85,15.95,0,24.6,23.7,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:15:25,1.51,0.9,0.03,1.75,8.86,15.64,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:15:25,1.54,0.8,0.06,1.73,8.87,15.43,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:15:26,1.53,0.84,0.03,1.74,8.87,15.51,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:15:27,1.51,0.96,0.04,1.78,8.84,15.98,0,25.2,24.3,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:15:34,1.54,0.91,0.04,1.78,8.81,16.09,0,24.6,23.9,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:15:35,1.52,0.91,0.03,1.77,8.82,15.97,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:15:35,1.55,0.81,0.05,1.74,8.82,15.7,0,24.3,24.5,25,ffa3,164,62,,,,,ffff,
1008,,10/18/2017 20:15:37,1.5,0.95,0.04,1.77,8.83,15.92,0,25.2,24.6,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:15:44,1.52,0.9,0.04,1.76,8.97,15.34,0,24.6,23.7,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:15:45,1.5,0.89,0.05,1.74,8.98,15.13,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:15:45,1.54,0.8,0.04,1.73,8.81,15.64,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:15:46,1.54,0.85,0.03,1.75,8.84,15.71,0,25.3,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:15:47,1.48,0.94,0.04,1.75,8.96,15.29,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:15:54,1.51,0.9,0.04,1.75,8.92,15.43,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:15:55,1.49,0.89,0.04,1.73,8.92,15.26,0,26,0,0,ffad,165,59,,,,,ffff,
1009,,10/18/2017 20:15:56,1.53,0.84,0.03,1.74,8.8,15.77,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:15:57,1.5,0.95,0.04,1.77,8.87,15.78,0,25.4,24.5,25,ffab,165,57,,,,,ffff,
1013,,10/18/2017 20:16:04,1.54,0.91,0.04,1.78,8.83,16.02,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:16:05,1.52,0.9,0.03,1.76,8.84,15.8,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:16:05,1.55,0.81,0.04,1.74,8.84,15.63,0,24.4,24.6,25,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 20:16:06,1.52,0.83,0.03,1.73,8.94,15.19,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:16:07,1.5,0.95,0.04,1.77,8.81,15.99,0,25.2,24.6,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:16:14,1.51,0.89,0.04,1.75,8.99,15.19,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:16:15,1.49,0.89,0.05,1.73,9,14.99,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:16:16,1.53,0.8,0.04,1.72,9,14.89,0,24.3,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:16:16,1.54,0.85,0.03,1.75,8.84,15.71,0,25.1,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:16:17,1.48,0.93,0.04,1.74,8.94,15.27,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:16:24,1.52,0.9,0.04,1.76,8.85,15.77,0,24.6,23.7,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:16:25,1.5,0.9,0.04,1.74,8.87,15.51,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:16:25,1.53,0.8,0.04,1.72,8.86,15.37,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:16:26,1.51,0.83,0.03,1.72,9,14.89,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:16:27,1.51,0.95,0.04,1.78,8.81,16.09,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:16:34,1.52,0.89,0.04,1.76,9.02,15.17,0,24.6,23.7,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:16:35,1.5,0.89,0.03,1.74,9.01,15.03,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:16:35,1.54,0.8,0.04,1.73,9.01,14.95,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:16:36,1.54,0.84,0.02,1.75,8.85,15.68,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:16:37,1.48,0.94,0.04,1.75,8.98,15.23,0,25.2,24.5,25,ffab,165,57,,,,,ffff,
1013,,10/18/2017 20:16:44,1.51,0.9,0.04,1.75,8.91,15.47,0,24.5,23.7,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:16:45,1.49,0.89,0.04,1.73,8.91,15.29,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:16:46,1.53,0.8,0.04,1.72,8.92,15.16,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:16:46,1.52,0.84,0.02,1.73,9.02,14.92,0,25.1,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:16:47,1.51,0.95,0.05,1.78,8.85,15.95,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:16:54,1.53,0.9,0.04,1.77,8.82,15.97,0,24.5,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:16:55,1.51,0.9,0.03,1.75,8.82,15.78,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:16:55,1.55,0.81,0.04,1.74,8.82,15.7,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1008,,10/18/2017 20:16:57,1.48,0.94,0.05,1.75,8.99,15.19,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:17:04,1.51,0.89,0.04,1.75,8.96,15.29,0,24.6,23.7,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:17:05,1.49,0.89,0.03,1.73,8.96,15.12,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:17:06,1.53,0.8,0.04,1.72,8.96,15.03,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:17:06,1.55,0.85,0.02,1.76,8.83,15.84,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:17:07,1.49,0.94,0.04,1.76,8.89,15.63,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:17:14,1.53,0.91,0.04,1.78,8.83,16.02,0,24.7,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:17:15,1.51,0.91,0.03,1.76,8.85,15.77,0,26,0,0,ffad,165,58,,,,,ffff,
1024,,10/18/2017 20:17:16,1.54,0.81,0.04,1.74,8.85,15.58,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:17:16,1.52,0.83,0.03,1.73,8.98,15.05,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:17:17,1.51,0.95,0.05,1.78,8.81,16.09,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:17:24,1.52,0.9,0.04,1.76,8.98,15.32,0,24.5,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:17:25,1.51,0.9,0.03,1.75,8.8,15.85,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:17:26,1.55,0.81,0.04,1.74,8.8,15.77,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:17:26,1.53,0.84,0.03,1.74,8.87,15.51,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:17:27,1.48,0.94,0.05,1.75,8.98,15.23,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:17:34,1.51,0.89,0.04,1.75,8.94,15.36,0,24.5,23.9,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:17:35,1.49,0.89,0.03,1.73,8.96,15.12,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:17:36,1.52,0.8,0.04,1.71,8.94,15,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:17:36,1.54,0.85,0.02,1.75,8.8,15.85,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:17:37,1.5,0.95,0.05,1.77,8.88,15.75,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:17:44,1.53,0.91,0.04,1.78,8.86,15.91,0,24.5,23.8,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:17:45,1.51,0.9,0.03,1.75,8.87,15.61,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:17:46,1.55,0.81,0.04,1.74,8.86,15.56,0,24.4,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:17:46,1.52,0.83,0.04,1.73,8.97,15.09,0,25.2,23.9,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:17:47,1.51,0.96,0.04,1.78,8.81,16.09,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:17:54,1.53,0.9,0.04,1.77,8.83,15.92,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:17:55,1.51,0.9,0.03,1.75,8.83,15.75,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:17:56,1.55,0.81,0.04,1.74,8.83,15.66,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:17:56,1.54,0.84,0.03,1.75,8.9,15.5,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:17:57,1.48,0.94,0.04,1.75,8.96,15.29,0,25.2,24.6,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:18:04,1.5,0.89,0.04,1.74,8.94,15.27,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:18:05,1.48,0.88,0.03,1.72,8.95,15.06,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:18:06,1.52,0.8,0.04,1.71,8.94,15,0,24.5,24.5,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:18:06,1.54,0.84,0.03,1.75,8.82,15.78,0,25.2,24.1,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:18:07,1.5,0.95,0.04,1.77,8.86,15.83,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:18:14,1.53,0.91,0.04,1.78,8.81,16.09,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:18:15,1.51,0.9,0.04,1.75,8.82,15.78,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:18:16,1.55,0.81,0.04,1.74,8.81,15.73,0,24.5,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:18:16,1.51,0.83,0.03,1.72,8.96,15.03,0,25.3,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:18:18,1.49,0.95,0.04,1.76,9.01,15.22,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:18:24,1.51,0.89,0.04,1.75,8.98,15.23,0,24.6,23.8,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:18:25,1.48,0.88,0.03,1.72,9,14.89,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:18:26,1.52,0.8,0.04,1.71,8.98,14.88,0,24.3,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:18:26,1.54,0.84,0.03,1.75,8.81,15.83,0,25.1,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:18:27,1.48,0.94,0.04,1.75,8.9,15.5,0,25.2,24.5,25,ffab,165,57,,,,,ffff,
1013,,10/18/2017 20:18:34,1.53,0.9,0.04,1.77,8.86,15.83,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:18:35,1.51,0.89,0.03,1.75,8.86,15.64,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:18:36,1.54,0.81,0.04,1.74,8.85,15.58,0,24.5,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:18:36,1.51,0.83,0.03,1.72,8.97,15,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:18:38,1.49,0.95,0.04,1.76,8.98,15.32,0,25.3,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:18:44,1.5,0.88,0.04,1.73,8.99,15.02,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:18:45,1.48,0.88,0.03,1.72,9,14.89,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:18:46,1.52,0.79,0.04,1.71,8.98,14.88,0,24.5,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:18:46,1.53,0.84,0.02,1.74,8.84,15.63,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:18:48,1.48,0.94,0.04,1.75,8.88,15.57,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:18:54,1.53,0.9,0.04,1.77,8.81,15.99,0,24.6,23.7,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:18:55,1.51,0.9,0.03,1.75,8.83,15.75,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:18:56,1.54,0.8,0.04,1.73,8.81,15.64,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:18:56,1.51,0.83,0.03,1.72,8.96,15.03,0,25.2,24.1,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:18:57,1.48,0.94,0.04,1.75,9.02,15.09,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:19:04,1.5,0.89,0.05,1.74,8.96,15.2,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:19:05,1.48,0.88,0.03,1.72,8.97,15,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:19:06,1.52,0.79,0.04,1.71,8.97,14.91,0,24.4,24.6,25,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 20:19:06,1.53,0.84,0.03,1.74,8.79,15.8,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:19:08,1.5,0.95,0.04,1.77,8.86,15.83,0,25.3,24.6,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:19:14,1.52,0.9,0.04,1.76,8.82,15.87,0,24.5,23.8,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:19:15,1.5,0.9,0.03,1.74,8.82,15.7,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:19:16,1.54,0.8,0.04,1.73,8.8,15.67,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:19:16,1.52,0.84,0.03,1.73,8.94,15.19,0,25.2,23.9,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:19:18,1.47,0.93,0.05,1.73,8.98,15.05,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:19:24,1.5,0.89,0.04,1.74,8.9,15.41,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:19:25,1.49,0.89,0.03,1.73,8.91,15.29,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:19:26,1.53,0.79,0.04,1.72,8.88,15.3,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:19:26,1.52,0.84,0.02,1.73,9.03,14.89,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:19:28,1.5,0.95,0.04,1.77,8.82,15.97,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:19:34,1.52,0.9,0.05,1.76,9.01,15.22,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:19:35,1.5,0.9,0.03,1.74,8.78,15.84,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:19:36,1.53,0.8,0.05,1.72,9.01,14.86,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:19:36,1.53,0.84,0.03,1.74,8.87,15.51,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:19:38,1.48,0.93,0.04,1.74,8.97,15.17,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1024,,10/18/2017 20:19:46,1.53,0.8,0.04,1.72,8.92,15.16,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:19:46,1.53,0.84,0.03,1.74,8.97,15.17,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:19:48,1.51,0.96,0.04,1.78,8.83,16.02,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:19:54,1.53,0.91,0.04,1.78,8.82,16.05,0,24.6,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:19:55,1.52,0.9,0.03,1.76,8.83,15.84,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:19:56,1.55,0.81,0.04,1.74,8.82,15.7,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:19:56,1.52,0.83,0.02,1.73,8.95,15.15,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:19:58,1.48,0.94,0.04,1.75,9,15.16,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:20:04,1.5,0.89,0.04,1.74,8.97,15.17,0,24.6,23.7,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:20:05,1.49,0.89,0.03,1.73,8.98,15.05,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:20:06,1.53,0.79,0.04,1.72,8.96,15.03,0,24.5,24.7,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:20:06,1.54,0.85,0.02,1.75,8.83,15.75,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:20:08,1.49,0.94,0.04,1.76,8.87,15.7,0,25.3,24.5,25,ffab,165,57,,,,,ffff,
1013,,10/18/2017 20:20:14,1.53,0.91,0.05,1.78,8.83,16.02,0,24.6,23.8,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:20:15,1.5,0.9,0.03,1.74,8.86,15.56,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:20:16,1.54,0.8,0.04,1.73,8.83,15.57,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:20:16,1.51,0.83,0.02,1.72,8.98,14.96,0,25.1,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:20:18,1.5,0.94,0.04,1.77,8.8,16.04,0,25.3,24.5,25,ffab,165,57,,,,,ffff,
1013,,10/18/2017 20:20:24,1.52,0.89,0.05,1.76,9.02,15.17,0,24.6,23.7,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:20:25,1.5,0.9,0.03,1.74,9.01,15.03,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:20:26,1.53,0.8,0.04,1.72,8.99,14.93,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:20:26,1.54,0.85,0.03,1.75,8.84,15.71,0,25.1,24,25,ffab,160,61,,,,,ffff,
1013,,10/18/2017 20:20:34,1.51,0.9,0.04,1.75,8.9,15.5,0,24.6,23.7,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:20:35,1.49,0.89,0.03,1.73,8.92,15.26,0,25.9,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:20:36,1.54,0.8,0.04,1.73,8.89,15.36,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:20:36,1.52,0.84,0.02,1.73,9.02,14.92,0,25.2,23.9,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:20:38,1.5,0.95,0.04,1.77,8.81,15.99,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:20:44,1.53,0.91,0.05,1.78,8.82,16.05,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:20:45,1.51,0.9,0.03,1.75,8.81,15.83,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:20:46,1.54,0.8,0.04,1.73,8.82,15.6,0,24.4,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:20:46,1.53,0.84,0.02,1.74,8.92,15.34,0,25.2,24.1,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:20:48,1.48,0.94,0.04,1.75,8.96,15.29,0,25.2,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:20:54,1.5,0.89,0.04,1.74,8.95,15.25,0,24.6,23.8,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 20:20:55,1.49,0.89,0.03,1.73,8.96,15.12,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:20:56,1.53,0.79,0.04,1.72,8.94,15.1,0,24.5,24.6,25,ffa3,015e,62,,,,,ffff,
1009,,10/18/2017 20:20:56,1.54,0.85,0.02,1.75,8.84,15.71,0,25.2,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:20:58,1.5,0.95,0.04,1.77,8.85,15.85,0,25.3,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:21:04,1.53,0.91,0.04,1.78,8.82,16.05,0,24.7,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:21:05,1.51,0.9,0.03,1.75,8.84,15.71,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:21:06,1.55,0.81,0.04,1.74,8.79,15.8,0,24.4,24.6,25,ffa3,015f,62,,,,,ffff,
1009,,10/18/2017 20:21:06,1.51,0.83,0.03,1.72,8.96,15.03,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:21:08,1.49,0.94,0.04,1.76,9.03,15.15,0,25.3,24.4,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:21:14,1.52,0.9,0.04,1.76,9.01,15.22,0,24.7,23.8,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:21:15,1.5,0.9,0.03,1.74,9,15.08,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:21:16,1.53,0.8,0.04,1.72,8.98,14.96,0,24.5,24.6,25,ffa3,160,62,,,,,ffff,
1009,,10/18/2017 20:21:16,1.54,0.85,0.02,1.75,8.83,15.75,0,25.2,24,25,ffab,160,61,,,,,ffff,
1008,,10/18/2017 20:21:18,1.49,0.94,0.04,1.76,8.92,15.51,0,25.3,24.5,25,ffab,167,57,,,,,ffff,
1013,,10/18/2017 20:21:24,1.51,0.9,0.04,1.75,8.91,15.47,0,24.7,23.9,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 20:21:25,1.5,0.89,0.03,1.74,8.92,15.34,0,26,0,0,ffad,165,59,,,,,ffff,
1024,,10/18/2017 20:21:26,1.54,0.8,0.04,1.73,8.9,15.33,0,24.5,24.6,25,ffa3,015f,62,,,,,ffff,
1009,,10/18/2017 20:21:26,1.54,0.84,0.03,1.75,8.81,15.83,0,25.1,24,25,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 20:21:28,1.51,0.96,0.04,1.78,8.83,16.02,0,25.2,24.5,25,ffab,166,57,,,,,ffff,
1013,,10/18/2017 20:21:34,1.55,0.92,0.04,1.8,8.85,16.12,0,24.6,23.7,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 20:21:35,1.52,0.91,0.03,1.77,8.87,15.78,0,25.9,0,0,ffad,165,59,,,,,ffff,
